Disposal_ID,Book_ID,Employee_ID,Disposal_Method,Material_of_Book,Date
2491047,5376775133,1028,Repurposing,Paper,2023-06-11
7733937,4999963021,1002,Burial,Paper,2024-01-28
3539639,1773017488,1024,Recycling,Synthetic,2023-06-28
9306808,5601820070,1028,Repurposing,Paper,2024-06-21
6947526,7632911676,1024,Incineration,Leather,2024-11-08
3408584,5134567309,1024,Incineration,Synthetic,2023-02-15
7733972,9291554672,1028,Burial,Paper,2022-12-25
4063960,3405374750,1005,Repurposing,Metal,2024-01-04
2622169,4247762267,1005,Incineration,Metal,2023-12-12
5112546,7952115860,1008,Shredding,Leather,2023-01-14
3015408,7698234501,1023,Incineration,Metal,2024-09-30
2753272,9700722864,1024,Recycling,Metal,2023-08-29
2097915,7309615498,1028,Incineration,Leather,2023-09-20
6554372,7732867488,1014,Shredding,Paper,2023-03-02
5899014,4525091300,1019,Incineration,Metal,2023-09-16
8258311,9942555457,1014,Repurposing,Metal,2023-06-30
1704716,8374556484,1005,Burial,Synthetic,2024-01-19
1311506,2916080192,1013,Recycling,Metal,2024-11-30
3408662,8177181186,1008,Incineration,Synthetic,2024-03-09
1704733,7147826974,1024,Repurposing,Paper,2023-02-19
6816546,1217937433,1023,Shredding,Synthetic,2024-11-14
5899059,8268840374,1019,Donation,Paper,2023-11-14
7078707,5103807559,1013,Repurposing,Leather,2022-12-14
9438011,4750375351,1013,Recycling,Leather,2024-08-02
5767997,2086114766,1028,Recycling,Leather,2024-01-11
4981570,8902163789,1008,Donation,Leather,2024-01-23
6554453,7433431965,1014,Recycling,Metal,2023-04-15
5112670,5017636689,1005,Burial,Metal,2023-06-17
6423397,5008524593,1028,Incineration,Leather,2023-06-24
4195174,9107686066,1002,Repurposing,Synthetic,2023-08-17
9700202,9836611685,1028,Recycling,Paper,2024-09-15
4981622,9341824886,1019,Donation,Leather,2023-12-18
3277687,7480704829,1023,Repurposing,Metal,2023-07-09
3801981,4445463668,1002,Shredding,Leather,2024-09-09
4326277,7692788197,1008,Repurposing,Metal,2023-07-05
2491289,1172894519,1002,Shredding,Paper,2022-12-16
7734175,7802950309,1023,Donation,Metal,2024-08-05
5505952,6588033852,1008,Donation,Synthetic,2023-02-17
4326309,4843101307,1024,Burial,Synthetic,2024-04-16
9962408,9385546577,1013,Shredding,Synthetic,2024-01-27
8782766,5634855754,1019,Shredding,Metal,2024-02-04
6161333,6791820981,1023,Donation,Leather,2024-10-18
8782774,2640777087,1023,Donation,Paper,2024-08-10
2753463,3646686298,1024,Shredding,Paper,2023-05-04
6423494,7068601281,1008,Burial,Paper,2023-12-23
1835976,4334020722,1013,Donation,Metal,2024-06-05
5899226,4610179579,1013,Incineration,Leather,2023-06-19
3277796,9370102601,1002,Shredding,Leather,2023-06-09
4981739,9855573120,1005,Incineration,Leather,2024-06-02
1573890,2512588536,1028,Recycling,Synthetic,2024-02-28
3015683,7952648878,1024,Repurposing,Synthetic,2024-04-07
5637125,4640797627,1024,Repurposing,Synthetic,2024-03-06
7734280,4895412228,1024,Repurposing,Leather,2024-01-17
7210010,9976230066,1023,Incineration,Leather,2022-12-23
8651805,6681661045,1014,Incineration,Synthetic,2023-04-29
2360351,2495738985,1013,Burial,Synthetic,2023-03-07
1442863,7699073358,1002,Donation,Leather,2022-12-14
8127538,3307178946,1002,Burial,Paper,2024-03-08
9569337,9965838036,1008,Recycling,Paper,2023-04-08
3540026,1191205729,1005,Recycling,Leather,2023-10-24
4457539,1710397561,1008,Donation,Leather,2024-01-08
2884676,9951776274,1028,Repurposing,Paper,2024-11-07
8389700,8379825418,1019,Donation,Synthetic,2023-01-04
1180742,2043602906,1028,Recycling,Leather,2024-04-04
4457544,5775586062,1002,Donation,Leather,2024-02-10
5899337,1374564047,1014,Repurposing,Paper,2024-07-12
6161493,3293742078,1014,Incineration,Leather,2024-08-31
6161504,2234260096,1024,Shredding,Synthetic,2023-01-29
7210084,9477533484,1014,Repurposing,Synthetic,2024-05-04
5768293,6185515036,1008,Incineration,Paper,2023-07-17
1573997,6552949562,1023,Recycling,Leather,2024-11-07
9045104,5260900500,1014,Incineration,Metal,2023-03-06
9700466,8666418511,1013,Incineration,Synthetic,2023-11-08
1705074,3002072432,1002,Repurposing,Leather,2023-07-12
3540085,5486750317,1005,Shredding,Paper,2023-11-27
7079040,7007016525,1008,Repurposing,Paper,2023-07-19
2098311,9409925719,1023,Donation,Synthetic,2023-08-02
6161543,4295363713,1013,Repurposing,Paper,2024-02-15
9307273,3440685338,1013,Recycling,Synthetic,2023-12-06
5375115,7896492284,1005,Donation,Paper,2023-04-16
7996567,2364192265,1002,Incineration,Metal,2024-11-11
6292635,6071605429,1019,Repurposing,Synthetic,2024-10-26
5637292,4353295871,1019,Donation,Synthetic,2023-08-06
3933363,9537625407,1005,Incineration,Paper,2022-12-29
5113016,6596712132,1013,Repurposing,Leather,2024-02-12
7865533,9071254846,1023,Donation,Paper,2024-11-07
4850909,6140369305,1005,Burial,Synthetic,2023-03-10
1311986,9797783613,1002,Donation,Synthetic,2023-01-08
9176306,1123287375,1014,Burial,Synthetic,2023-08-13
8258814,1038171492,1014,Repurposing,Metal,2024-01-11
1574150,2448588806,1005,Shredding,Metal,2023-10-25
9700615,3553121359,1028,Donation,Synthetic,2023-01-16
1574152,1364409312,1023,Donation,Synthetic,2022-12-06
4982026,9387064679,1013,Donation,Leather,2024-08-06
8389900,8416545259,1023,Shredding,Metal,2023-01-07
3015964,4202592671,1008,Burial,Synthetic,2024-10-31
4719911,3160002141,1019,Shredding,Leather,2024-07-27
4588840,6019213373,1023,Burial,Paper,2023-01-06
5637420,5264655760,1023,Repurposing,Metal,2024-10-18
4588847,8194645139,1013,Incineration,Paper,2022-12-30
6423859,4992144103,1013,Recycling,Metal,2024-05-26
8389948,8709145412,1014,Donation,Leather,2023-09-11
9307474,7190625136,1023,Donation,Leather,2023-07-02
5899616,1001189647,1005,Incineration,Synthetic,2023-02-07
3540320,8046626746,1014,Donation,Leather,2024-03-13
6686069,1301898962,1023,Burial,Synthetic,2024-09-29
8390017,1217075200,1005,Incineration,Metal,2024-05-18
3016070,3743643710,1013,Incineration,Metal,2023-05-08
1443222,8252920789,1028,Burial,Leather,2023-06-06
2491804,1282502694,1024,Incineration,Metal,2023-01-02
4326823,8468255333,1005,Shredding,Synthetic,2024-09-15
5506490,2757766065,1002,Burial,Paper,2024-11-10
8783322,3323877554,1028,Burial,Synthetic,2023-09-30
6686178,5988035520,1014,Repurposing,Metal,2024-09-25
6948323,5460701795,1013,Burial,Synthetic,2023-05-22
9176547,5350161141,1028,Burial,Metal,2023-01-26
2229739,4755737514,1023,Incineration,Metal,2023-07-04
5375469,7359543172,1019,Donation,Paper,2024-10-21
9700847,3960890273,1002,Incineration,Metal,2024-08-24
7210491,5218674088,1019,Burial,Leather,2023-09-21
6030858,2506556605,1023,Repurposing,Synthetic,2023-10-28
3147279,9856505307,1005,Recycling,Leather,2023-05-12
5244438,2934560034,1028,Shredding,Paper,2023-10-24
7734807,4431626682,1008,Shredding,Synthetic,2024-03-24
3540503,1413729242,1014,Recycling,Leather,2024-08-18
2229786,8706149582,1013,Incineration,Paper,2024-04-25
2623008,5053736036,1028,Repurposing,Synthetic,2024-02-20
7603748,2447898569,1024,Repurposing,Leather,2024-11-12
4064817,3634895488,1002,Incineration,Metal,2024-07-09
1574450,5044976787,1002,Shredding,Leather,2023-08-14
9700927,4019060078,1002,Repurposing,Metal,2024-09-25
4589124,5973507373,1023,Burial,Leather,2024-02-08
6817358,9344270908,1023,Incineration,Metal,2023-08-06
1312336,2963937188,1013,Repurposing,Paper,2024-01-30
5637727,1578548008,1024,Recycling,Leather,2024-02-07
1705572,9471756338,1023,Shredding,Metal,2023-10-01
3933804,9528592552,1019,Donation,Synthetic,2024-03-19
9569902,6367052762,1023,Shredding,Synthetic,2023-12-20
8128113,3332804807,1024,Shredding,Metal,2023-02-11
8652402,2901479980,1023,Recycling,Synthetic,2024-08-03
5113470,9832223785,1028,Donation,Synthetic,2023-12-23
8390272,9238992395,1005,Burial,Metal,2023-03-09
1312390,1450438488,1028,Incineration,Synthetic,2024-01-27
1705606,1110724606,1013,Shredding,Synthetic,2023-11-13
1836706,5769736975,1013,Incineration,Paper,2024-04-11
4851366,9288361367,1019,Incineration,Metal,2023-04-03
9701031,8353887671,1019,Burial,Metal,2024-10-08
3933884,8918131895,1019,Repurposing,Metal,2022-12-12
1705663,3805260642,1028,Incineration,Metal,2024-07-25
7341762,8572292809,1013,Donation,Leather,2024-11-03
8652493,3333482768,1014,Incineration,Synthetic,2024-02-29
1967824,9883955513,1008,Incineration,Synthetic,2022-12-18
6031073,7101161257,1005,Donation,Metal,2023-09-05
7472871,4852902984,1028,Repurposing,Leather,2022-12-12
7079657,5981875706,1014,Shredding,Paper,2023-11-28
2623211,3485467247,1028,Repurposing,Paper,2023-01-04
5637879,5633091448,1013,Burial,Paper,2024-09-29
1705725,7193770349,1005,Repurposing,Leather,2024-05-09
3147520,9575144606,1024,Repurposing,Synthetic,2024-10-01
8390401,2306151583,1013,Incineration,Paper,2023-06-25
2098947,6067029899,1014,Recycling,Synthetic,2024-10-12
1312521,7169787904,1023,Donation,Paper,2023-06-07
4589322,1049285734,1013,Burial,Synthetic,2023-11-21
5506830,7611177302,1019,Recycling,Leather,2023-08-14
7997210,4378074705,1013,Recycling,Metal,2024-03-25
1050394,3353909189,1013,Incineration,Metal,2024-05-26
6817569,6206712814,1005,Burial,Paper,2024-08-16
4851496,8144957287,1013,Burial,Synthetic,2024-04-04
1705775,1552001599,1013,Incineration,Paper,2023-12-17
6686516,2601177975,1013,Recycling,Leather,2024-05-07
6817595,5505743404,1002,Recycling,Leather,2023-04-22
9832268,6527854737,1013,Shredding,Paper,2023-11-05
3540817,2185973290,1024,Donation,Metal,2024-04-15
6293336,1118884664,1014,Incineration,Synthetic,2024-03-20
3540833,6497231830,1014,Repurposing,Synthetic,2023-02-15
6817640,5907230717,1013,Recycling,Leather,2023-08-19
3540842,2800647633,1028,Repurposing,Synthetic,2024-10-23
1312624,9751640975,1023,Repurposing,Paper,2024-08-25
3409782,6492462136,1014,Recycling,Paper,2024-06-19
7735159,1497024552,1019,Recycling,Leather,2023-12-28
8652666,2067821801,1005,Burial,Paper,2024-08-02
3934081,8364925792,1002,Donation,Synthetic,2023-08-07
3278725,5564168135,1008,Donation,Leather,2022-12-11
9701265,1947449141,1008,Donation,Leather,2024-11-13
4851609,8360837716,1013,Shredding,Metal,2023-07-03
2754457,3488466499,1002,Recycling,Metal,2023-03-09
4720539,4016711260,1013,Shredding,Synthetic,2024-01-05
7079840,5212232595,1005,Burial,Synthetic,2023-10-21
5900205,1695848147,1008,Recycling,Leather,2023-06-23
6686639,9111704686,1019,Burial,Metal,2022-12-20
4458415,5254902522,1005,Repurposing,Metal,2022-12-31
8259509,7389970690,1014,Shredding,Paper,2023-09-18
7866296,3630809255,1008,Shredding,Synthetic,2023-05-23
9832383,2735846734,1024,Repurposing,Synthetic,2023-08-22
4851655,5746237304,1028,Shredding,Leather,2023-09-08
3934162,3845166761,1013,Incineration,Leather,2024-10-13
5113813,2891385026,1008,Recycling,Metal,2024-09-13
8914902,8323222018,1023,Donation,Paper,2022-12-14
3278811,1721661321,1019,Shredding,Leather,2024-05-25
2492395,1786297116,1005,Burial,Metal,2024-02-21
8652788,1277692797,1024,Shredding,Leather,2023-09-14
2885621,9008045345,1002,Burial,Leather,2023-07-09
1312768,1433042308,1014,Shredding,Metal,2023-03-09
3409922,4548413677,1023,Donation,Leather,2023-11-07
3803157,3675743747,1014,Repurposing,Synthetic,2023-02-10
1837085,8183409495,1008,Repurposing,Synthetic,2024-01-04
1968175,9080556782,1002,Repurposing,Synthetic,2023-07-02
7866417,1443985523,1023,Recycling,Leather,2023-05-19
6031419,9788162269,1002,Recycling,Synthetic,2024-05-14
7079996,9024301796,1005,Burial,Paper,2024-09-07
7604287,2642281095,1013,Incineration,Synthetic,2024-11-20
6031423,7721208224,1014,Recycling,Metal,2023-07-01
9701448,8401637710,1014,Incineration,Synthetic,2024-08-11
4589641,5462124652,1005,Burial,Metal,2024-06-06
1968208,1471075087,1002,Burial,Synthetic,2023-03-25
6686801,5750152876,1014,Repurposing,Metal,2024-02-12
5376088,5178855374,1024,Shredding,Paper,2024-09-11
5113946,6765091525,1028,Incineration,Leather,2023-10-26
3278969,5590110687,1002,Donation,Metal,2023-08-18
9308285,9468448692,1014,Shredding,Paper,2023-10-02
9701509,1962994467,1014,Donation,Synthetic,2024-06-17
2230412,4673520581,1014,Donation,Synthetic,2023-03-22
1444004,8953346065,1008,Incineration,Synthetic,2024-06-16
8915110,2911452843,1023,Donation,Metal,2023-01-09
8259754,4426598946,1024,Incineration,Metal,2024-05-29
5638323,4121947969,1028,Shredding,Leather,2023-09-06
7473335,5408581844,1008,Incineration,Synthetic,2023-11-26
3672251,1258574118,1023,Repurposing,Paper,2023-06-19
3016893,5402567318,1024,Incineration,Metal,2023-07-24
7866559,8662560275,1005,Incineration,Synthetic,2024-07-11
8128714,4892232586,1005,Donation,Paper,2023-07-07
3541195,3576654380,1005,Repurposing,Leather,2024-10-26
5376204,8082199803,1024,Incineration,Metal,2023-02-25
7735518,6885156106,1002,Recycling,Leather,2024-08-25
6031588,3830156529,1005,Burial,Paper,2022-12-17
4851941,4577649223,1024,Donation,Synthetic,2024-07-13
6293736,1260408469,1002,Repurposing,Metal,2023-12-19
1575153,2131902083,1019,Burial,Metal,2023-06-27
9308408,1650097928,1024,Repurposing,Paper,2023-10-19
5769470,3655590411,1005,Donation,Synthetic,2024-04-14
7473407,9212728849,1014,Shredding,Synthetic,2024-02-08
2361600,1348133913,1002,Donation,Metal,2024-06-27
3803394,5286711824,1023,Shredding,Metal,2023-11-05
5507356,4698854711,1024,Repurposing,Synthetic,2024-08-07
4065566,5868801653,1013,Repurposing,Metal,2024-11-18
8784166,2899681836,1024,Incineration,Metal,2024-09-03
7997740,8869079577,1024,Incineration,Leather,2023-06-14
6031665,4055685551,1008,Shredding,Leather,2024-04-14
7604532,7289337290,1013,Repurposing,Leather,2022-12-21
2492742,3650821324,1002,Shredding,Leather,2024-04-25
1575242,8853742164,1028,Incineration,Paper,2024-01-03
5114191,9987227049,1019,Incineration,Paper,2023-11-13
3803471,7200497235,1013,Burial,Paper,2023-01-02
8259925,8046698703,1014,Donation,Leather,2023-08-03
9308502,1996425933,1019,Repurposing,Synthetic,2024-01-30
9177436,7980767490,1005,Incineration,Synthetic,2023-10-16
3410269,9790221056,1013,Incineration,Paper,2023-04-15
1313123,9909639415,1002,Shredding,Synthetic,2024-08-12
9701735,6469566612,1024,Burial,Synthetic,2023-03-10
1182055,9009077544,1008,Burial,Paper,2024-02-15
2361712,9749173973,1023,Recycling,Leather,2023-02-02
5900661,9949318599,1023,Repurposing,Synthetic,2024-10-29
9046392,2233186697,1008,Incineration,Leather,2023-02-03
6687097,9909788628,1013,Recycling,Paper,2023-06-24
1575291,2774878629,1023,Burial,Paper,2023-02-23
1968507,3954579833,1013,Burial,Synthetic,2024-01-01
7211391,3047036377,1019,Incineration,Metal,2024-01-30
7211392,7923613080,1019,Recycling,Synthetic,2023-09-15
7211393,4176269804,1005,Burial,Metal,2023-02-02
2230662,9038930050,1019,Burial,Leather,2023-07-09
6818186,4331491892,1005,Repurposing,Synthetic,2024-04-26
6556052,6732465085,1005,Donation,Paper,2024-09-02
5900701,2463001760,1005,Shredding,Metal,2023-08-10
5900708,3370434440,1002,Burial,Metal,2022-12-11
3410343,9524141682,1019,Recycling,Metal,2024-09-02
4327848,5441041385,1014,Donation,Paper,2024-04-10
3672490,4093862073,1014,Repurposing,Synthetic,2022-12-14
8784305,5868508772,1013,Donation,Metal,2023-05-28
1575359,9633257237,1013,Incineration,Paper,2024-08-01
7473615,2365292330,1008,Repurposing,Metal,2024-01-20
9701840,3835127717,1023,Incineration,Metal,2024-09-13
7342544,1224782060,1014,Donation,Paper,2024-06-03
1837524,1364060744,1023,Donation,Synthetic,2024-08-01
4852190,6290570148,1002,Shredding,Leather,2024-07-19
8128994,1541095510,1028,Recycling,Leather,2024-09-07
4458983,9517471550,1002,Donation,Metal,2024-06-30
8260077,1392880657,1013,Donation,Synthetic,2024-04-23
2623985,2867050326,1005,Burial,Paper,2023-04-29
2755073,2501189009,1024,Incineration,Paper,2023-06-19
7473677,8373579138,1028,Repurposing,Paper,2023-04-16
6162959,4364613765,1019,Shredding,Synthetic,2024-09-08
9439762,3735981030,1008,Recycling,Metal,2024-11-25
3541522,9199216199,1014,Burial,Synthetic,2022-12-03
6031901,6165414558,1024,Incineration,Leather,2023-11-07
9701929,3353861366,1013,Donation,Leather,2024-02-16
3148340,2719278974,1019,Donation,Leather,2023-12-24
1313334,9458999579,1019,Donation,Leather,2023-06-19
3541560,2317958482,1005,Repurposing,Metal,2023-11-06
9833019,4333223841,1019,Shredding,Synthetic,2024-11-30
7342661,1139917399,1002,Repurposing,Synthetic,2023-11-08
5638734,7576318713,1005,Repurposing,Synthetic,2023-08-21
7998036,2595646163,1024,Burial,Synthetic,2024-09-16
1968733,3414503078,1019,Repurposing,Synthetic,2024-10-18
8260205,6318524147,1023,Donation,Leather,2024-05-14
2099850,1058976061,1028,Shredding,Synthetic,2023-01-25
7867020,2411471901,1019,Repurposing,Metal,2024-08-10
8391318,9471833451,1002,Recycling,Metal,2024-10-16
8129175,7069486698,1008,Shredding,Metal,2023-06-26
6294169,9871444355,1028,Repurposing,Leather,2023-07-02
8129177,2710147345,1028,Repurposing,Paper,2023-07-07
4852379,4422926866,1013,Recycling,Paper,2023-01-07
2624163,6175683342,1023,Shredding,Paper,2023-03-16
7473829,4727658921,1008,Repurposing,Leather,2023-08-25
7473830,1607752295,1014,Shredding,Synthetic,2024-08-10
4197034,4123012223,1024,Shredding,Paper,2024-07-14
8129197,9626344196,1014,Burial,Paper,2023-06-30
3934898,5950242177,1002,Burial,Leather,2022-12-01
1968821,2011734035,1024,Repurposing,Leather,2023-06-14
6425279,4539241015,1014,Burial,Synthetic,2024-06-14
9964233,4224997442,1014,Incineration,Paper,2023-11-03
6425298,4077976433,1002,Incineration,Metal,2023-12-26
5901035,7519127169,1019,Shredding,Paper,2023-08-07
6687468,3706983526,1014,Incineration,Leather,2024-09-04
9571054,8945782409,1002,Recycling,Leather,2024-11-07
6425338,9408052586,1005,Burial,Paper,2024-09-20
7342866,9026824803,1002,Burial,Paper,2023-12-20
2886420,8137829172,1014,Repurposing,Paper,2024-02-09
7342874,3294375304,1008,Burial,Metal,2023-11-28
9571112,2706550682,1005,Incineration,Paper,2024-08-02
1706802,8464785363,1002,Donation,Paper,2023-11-12
1051442,8613710604,1014,Donation,Synthetic,2022-12-16
5770035,2957803226,1023,Incineration,Leather,2023-09-15
4590420,8870966043,1002,Repurposing,Paper,2023-02-13
8915800,4144144040,1002,Shredding,Synthetic,2024-06-21
7080807,1494866852,1023,Repurposing,Metal,2024-03-15
7998312,9689050409,1013,Incineration,Metal,2023-05-11
5639018,7241465151,1005,Incineration,Metal,2023-09-21
9702254,9611024566,1014,Repurposing,Synthetic,2024-04-03
6425454,8393368440,1019,Incineration,Synthetic,2023-04-02
9440111,1954781400,1008,Repurposing,Paper,2024-07-07
8391547,4213107176,1028,Incineration,Paper,2023-04-23
6556558,1420305658,1005,Repurposing,Leather,2023-09-18
6949775,3060917024,1023,Burial,Synthetic,2024-10-14
3541904,4474309532,1008,Incineration,Synthetic,2023-05-26
6949776,9346503625,1014,Repurposing,Paper,2024-02-23
9833364,1447630402,1008,Donation,Leather,2023-02-17
9702293,7190158788,1024,Recycling,Leather,2023-10-12
7343003,9707329740,1019,Shredding,Leather,2023-06-13
8915872,1498961344,1028,Shredding,Leather,2022-12-29
7474094,1989093310,1013,Donation,Synthetic,2023-11-19
8129461,4274848899,1028,Shredding,Leather,2024-03-06
4066243,8310579490,1028,Shredding,Paper,2024-08-15
6163402,1963295745,1013,Incineration,Paper,2023-05-09
7211981,9845957369,1019,Burial,Paper,2024-09-01
7998418,3461295989,1005,Donation,Paper,2024-10-12
9964511,6446013580,1024,Burial,Metal,2024-01-01
9833462,8311969692,1024,Recycling,Metal,2024-08-03
5901312,5698070868,1005,Burial,Paper,2024-04-18
6687750,8204540725,1024,Recycling,Synthetic,2023-09-12
3279887,8459937173,1002,Burial,Leather,2023-02-01
6032406,5218023530,1028,Burial,Paper,2024-01-06
2493480,6297631021,1024,Burial,Synthetic,2024-05-21
5377066,2069673879,1028,Shredding,Metal,2023-06-01
4590634,7144886639,1019,Repurposing,Metal,2022-12-19
8916011,6795577966,1024,Incineration,Synthetic,2023-03-03
3804205,8373868413,1005,Donation,Synthetic,2023-03-28
5114931,2318656072,1005,Repurposing,Synthetic,2024-04-25
9178174,7316196413,1002,Repurposing,Leather,2023-08-16
6163519,1814601545,1002,Donation,Leather,2024-02-18
9833538,1981369993,1008,Burial,Metal,2023-07-08
7998531,4939653534,1028,Repurposing,Metal,2023-10-03
1313861,6208949067,1028,Recycling,Synthetic,2024-10-17
8653894,9906998486,1014,Shredding,Leather,2023-11-03
1969222,6609652040,1023,Recycling,Leather,2023-05-21
1051731,7465706996,1024,Recycling,Metal,2023-02-11
8260702,5770042320,1024,Recycling,Leather,2023-07-08
1313889,8104829110,1002,Repurposing,Leather,2024-07-09
5639276,6926588801,1013,Recycling,Paper,2023-05-08
7998574,2920977111,1028,Repurposing,Paper,2023-09-02
4328564,2181983557,1002,Shredding,Paper,2023-06-21
3148923,1928449082,1023,Repurposing,Synthetic,2023-10-25
9702525,7180234307,1002,Recycling,Paper,2024-03-18
1313920,1831134176,1005,Donation,Leather,2024-05-07
