Upkeep_ID,Book_ID,Employee_ID,Tools_Used,Reason_for_Upkeep,Date
41418971,3372891409,1020,Clamps,Mold growth,2024-04-21
28442849,9489575819,1018,Binding Tape,Dust accumulation,2024-06-07
20054247,3935333341,1030,Brush,Aging and brittleness,2024-09-19
42729707,7736513149,1020,Scalpel,Cover damage,2024-06-04
46399725,1989699732,1012,Scissors,Mold growth,2024-07-25
87556338,5457534022,1006,Brush,Cover damage,2024-09-27
35389686,6066120563,1020,Binding Tape,Dust accumulation,2023-01-03
75628791,3431478346,1020,Scalpel,Water damage,2024-04-01
49807608,3499999977,1026,Scissors,Insect damage,2023-09-25
69337338,3138664225,1006,Scalpel,Water damage,2023-05-22
22151422,7436932787,1016,Tweezers,Staining,2023-04-07
91750657,4461964210,1026,Scalpel,Dust accumulation,2024-11-06
20709635,9772747974,1003,Tweezers,Dust accumulation,2022-12-12
80216323,8049005989,1030,Binding Tape,Faded text,2023-07-20
87425289,7214289215,1003,Clamps,Staining,2024-03-05
77201682,9482560859,1003,Glue,Faded text,2023-09-24
25166099,1517903464,1026,Brush,Aging and brittleness,2023-11-04
99221780,6664531631,1012,Clamps,Loose binding,2024-03-25
64094495,1583221068,1012,Glue,Loose binding,2024-10-16
91881760,2857671977,1003,Clamps,Staining,2024-04-11
32768290,3639308212,1026,Scissors,Mold growth,2023-04-17
89129251,7563678982,1030,Brush,Faded text,2024-03-19
34996517,2957202832,1016,Tweezers,Loose binding,2024-05-09
95289638,7819457569,1025,Scissors,Torn pages,2023-11-05
28836137,1955217039,1020,Tweezers,Staining,2024-11-07
42598700,8050792214,1025,Glue,Loose binding,2024-05-05
87556396,8452622435,1006,Scalpel,Aging and brittleness,2023-03-09
52822319,3278959973,1020,Clamps,Aging and brittleness,2023-09-24
39846192,2743564772,1006,Tweezers,Loose binding,2024-03-11
51511601,6049329379,1025,Brush,Insect damage,2023-05-19
48365873,2090463669,1012,Binding Tape,Aging and brittleness,2023-04-17
18350394,5489869959,1030,Tweezers,Torn pages,2023-10-19
49676606,9037386230,1003,Binding Tape,Torn pages,2023-03-16
46530885,7481484518,1020,Scalpel,Faded text,2024-10-20
34210118,6051600319,1025,Brush,Staining,2024-02-04
21233991,8553990839,1025,Brush,Dust accumulation,2023-02-11
29884745,7392857655,1026,Binding Tape,Torn pages,2023-08-29
34472269,1654959140,1026,Tweezers,Dust accumulation,2023-12-06
95813968,4317667924,1018,Tweezers,Torn pages,2024-02-12
20185424,5632219509,1030,Binding Tape,Torn pages,2023-02-07
30015831,6061733193,1025,Scissors,Staining,2023-06-23
63963481,8487349919,1025,Brush,Cover damage,2023-06-27
39321947,8625086244,1006,Brush,Staining,2024-01-10
86770015,5833139878,1026,Tweezers,Staining,2023-01-23
26214752,9773782484,1016,Scissors,Aging and brittleness,2023-07-29
42991970,3780869062,1030,Scissors,Aging and brittleness,2023-04-20
76677478,3502817313,1018,Clamps,Mold growth,2024-04-08
64225639,4852902984,1018,Scalpel,Cover damage,2023-10-30
47317352,4421254816,1020,Tweezers,Staining,2024-04-19
47710570,9161578018,1003,Binding Tape,Dust accumulation,2024-07-26
39584112,8863145513,1018,Scissors,Water damage,2023-04-22
63046000,3188020305,1003,Brush,Faded text,2023-11-18
72745331,8324978960,1006,Tweezers,Water damage,2023-10-28
13631867,2373702415,1026,Glue,Torn pages,2022-12-15
31981948,7973859995,1006,Binding Tape,Aging and brittleness,2023-01-12
71303548,6987388654,1026,Binding Tape,Mold growth,2023-07-25
93847936,7606910660,1012,Glue,Dust accumulation,2023-03-24
63963526,6322854236,1030,Tweezers,Aging and brittleness,2024-09-28
24904072,4235187511,1012,Scissors,Loose binding,2024-06-03
54133132,2258934860,1016,Brush,Torn pages,2024-07-02
14942608,9450165839,1006,Glue,Cover damage,2024-03-06
51904914,7108755777,1026,Scalpel,Insect damage,2023-08-30
60948885,6620869574,1018,Scissors,Staining,2024-04-02
39715221,7078328112,1020,Scissors,Cover damage,2024-04-02
65536426,3295431956,1006,Scalpel,Aging and brittleness,2024-01-17
99877293,3503907909,1012,Clamps,Dust accumulation,2023-04-22
46268857,1727945263,1016,Glue,Insect damage,2024-09-21
45089210,7903752875,1012,Clamps,Dust accumulation,2024-03-16
96469435,5255835436,1030,Clamps,Faded text,2023-07-22
83624377,2271662362,1016,Clamps,Cover damage,2024-06-27
76546493,3037305258,1018,Scissors,Torn pages,2023-12-11
97124796,3885579276,1030,Tweezers,Cover damage,2024-06-19
24641984,2392216236,1018,Binding Tape,Staining,2023-06-24
48628163,8819100198,1012,Scissors,Dust accumulation,2023-06-09
47055303,8886739870,1026,Clamps,Insect damage,2023-08-25
81396167,3075045675,1016,Clamps,Dust accumulation,2022-12-11
14418377,2490223784,1016,Brush,Staining,2023-02-03
22413767,9369124709,1030,Brush,Torn pages,2023-04-02
87818697,5548214477,1026,Scalpel,Dust accumulation,2024-01-03
10093003,3414159252,1020,Scissors,Water damage,2023-01-06
48234958,1917494274,1016,Scissors,Cover damage,2024-04-06
77464014,2947983873,1016,Tweezers,Insect damage,2023-08-13
30802382,3583886504,1006,Tweezers,Water damage,2024-03-26
27263451,6905122493,1030,Clamps,Faded text,2024-06-01
45482464,1461027650,1012,Tweezers,Faded text,2024-02-07
18350561,1936516216,1020,Scissors,Cover damage,2024-01-21
22413799,9594720246,1020,Scalpel,Loose binding,2024-02-06
99484135,7117961418,1003,Scalpel,Loose binding,2022-12-03
91750895,9111929638,1012,Binding Tape,Cover damage,2024-01-16
98697714,9039072709,1012,Scissors,Dust accumulation,2023-11-21
91357683,5667963482,1020,Binding Tape,Mold growth,2024-08-23
19137014,5982006331,1006,Binding Tape,Cover damage,2023-09-29
75497979,8553522628,1026,Clamps,Mold growth,2023-08-24
89129475,1472710939,1026,Glue,Dust accumulation,2023-12-03
78905863,5632433396,1030,Scalpel,Cover damage,2023-09-01
22675977,4087802977,1006,Tweezers,Water damage,2024-09-16
12190223,9012645724,1030,Binding Tape,Torn pages,2023-08-26
43385362,5541965813,1026,Scalpel,Mold growth,2023-03-27
19005972,3969159511,1006,Scalpel,Insect damage,2023-02-27
78774812,9457837539,1020,Binding Tape,Staining,2024-06-15
69468701,9700799325,1012,Binding Tape,Torn pages,2024-03-23
76808734,5126482418,1020,Scalpel,Mold growth,2024-11-04
87294497,2696125558,1030,Scalpel,Torn pages,2023-03-18
43516451,5731310104,1020,Brush,Dust accumulation,2024-10-26
98304558,2591415710,1018,Tweezers,Loose binding,2024-08-29
80478767,3337190469,1016,Glue,Cover damage,2023-10-22
32506421,6461473116,1020,Scissors,Staining,2022-12-25
25690678,9338954469,1006,Tweezers,Torn pages,2024-10-03
76153400,9202732043,1026,Glue,Insect damage,2024-11-17
54788680,5703208984,1030,Tweezers,Dust accumulation,2022-12-11
29885002,9802097108,1026,Glue,Insect damage,2024-10-16
38666826,8590164262,1016,Clamps,Mold growth,2023-03-24
88867411,3610929679,1006,Scissors,Torn pages,2024-07-13
20185683,6098584009,1030,Brush,Loose binding,2023-05-10
22807127,7512244700,1012,Scalpel,Insect damage,2023-06-18
90309208,9289553103,1012,Clamps,Dust accumulation,2022-12-26
21234272,8846337453,1018,Clamps,Aging and brittleness,2023-10-03
43385441,5047869781,1012,Scissors,Faded text,2024-08-14
98173539,4591520852,1026,Binding Tape,Mold growth,2023-05-18
11141732,3073679620,1016,Scissors,Torn pages,2024-02-09
80478821,7109190331,1016,Binding Tape,Faded text,2024-11-05
85852777,5409378380,1025,Tweezers,Insect damage,2024-10-17
52036202,9360711570,1020,Clamps,Dust accumulation,2024-08-03
52560490,2341097690,1003,Clamps,Dust accumulation,2023-11-12
16646765,6710300214,1016,Scalpel,Torn pages,2024-02-02
35914352,9444467349,1026,Tweezers,Dust accumulation,2023-03-06
44171892,9787504334,1012,Binding Tape,Loose binding,2024-09-06
51118711,1447935806,1020,Scissors,Insect damage,2024-03-16
19530361,8387091614,1025,Scissors,Mold growth,2023-12-19
47972987,9698298276,1006,Scalpel,Water damage,2023-04-04
62259841,9794421080,1025,Brush,Loose binding,2023-04-13
25821825,7540340132,1018,Binding Tape,Staining,2023-04-07
48890501,2747987537,1018,Scalpel,Faded text,2024-07-18
82969223,7209279306,1018,Glue,Insect damage,2024-07-31
68813451,9699955387,1020,Tweezers,Faded text,2024-03-18
60818060,2570537614,1026,Binding Tape,Insect damage,2023-07-04
57541267,7961961328,1026,Scissors,Staining,2024-05-04
63963795,1808240893,1026,Clamps,Insect damage,2024-08-19
58065559,2835524061,1003,Glue,Cover damage,2024-07-02
68289176,5355595538,1026,Scissors,Aging and brittleness,2024-07-07
13632153,8203481630,1012,Binding Tape,Mold growth,2024-07-19
33686171,1972081913,1006,Binding Tape,Dust accumulation,2023-07-09
98697885,5633788803,1020,Binding Tape,Faded text,2023-09-15
95027874,3650821324,1025,Tweezers,Cover damage,2024-01-18
43516589,3491498608,1026,Brush,Loose binding,2023-12-18
20447920,1481904659,1030,Scalpel,Staining,2023-01-08
85328563,2456720459,1012,Scissors,Faded text,2024-11-17
87294646,5074119364,1003,Clamps,Insect damage,2023-11-17
61473465,2598281209,1006,Glue,Water damage,2024-07-29
34079422,6433238332,1018,Brush,Torn pages,2024-02-27
42074814,8912793973,1006,Brush,Cover damage,2024-09-18
69599939,3916399805,1016,Scalpel,Dust accumulation,2023-10-25
52167365,6222384999,1012,Binding Tape,Torn pages,2023-05-15
39322309,4551424557,1012,Tweezers,Mold growth,2024-10-26
57148115,8483252843,1018,Brush,Torn pages,2023-01-08
23855829,3393331878,1030,Scalpel,Mold growth,2023-06-27
93455061,2096569911,1025,Scissors,Torn pages,2023-08-18
69206742,8783749790,1006,Glue,Staining,2024-09-18
15336155,4929753334,1020,Scalpel,Dust accumulation,2023-05-14
49021668,9753767337,1016,Tweezers,Cover damage,2024-09-10
20579048,8847112614,1026,Scalpel,Dust accumulation,2023-02-28
84804328,6824809485,1012,Tweezers,Faded text,2023-06-28
33555179,3839343422,1030,Scalpel,Staining,2023-06-19
13501169,4862625439,1012,Glue,Aging and brittleness,2023-11-12
47448819,9884202752,1020,Brush,Insect damage,2024-02-11
34210552,9356148037,1012,Scalpel,Water damage,2023-05-07
83493628,8799726851,1016,Brush,Water damage,2022-12-07
19923709,6200247488,1006,Brush,Dust accumulation,2024-09-08
64619262,3034636902,1030,Binding Tape,Staining,2024-04-30
26346243,6234630032,1030,Scalpel,Loose binding,2024-10-11
97387274,7384640886,1030,Binding Tape,Insect damage,2023-06-15
79168267,8580348655,1026,Binding Tape,Insect damage,2024-01-04
23069453,4877479192,1020,Scalpel,Cover damage,2023-01-25
65405712,4726580388,1016,Brush,Dust accumulation,2024-03-05
24773392,9199614696,1012,Tweezers,Mold growth,2023-05-07
95945493,7484680072,1030,Scissors,Loose binding,2024-01-25
60162839,4157150825,1003,Brush,Dust accumulation,2023-11-18
20972313,2695752610,1012,Binding Tape,Loose binding,2024-10-15
45351714,3538759293,1025,Glue,Dust accumulation,2024-07-13
24904483,5676999568,1026,Brush,Staining,2024-03-02
11666216,5140282406,1012,Scalpel,Mold growth,2024-05-19
84149032,9716785950,1012,Tweezers,Insect damage,2023-04-25
65536812,1204205334,1012,Binding Tape,Staining,2024-10-04
19530549,3401018279,1006,Brush,Aging and brittleness,2023-07-10
47842104,9232972093,1025,Glue,Water damage,2023-03-17
15205178,8662278611,1030,Tweezers,Faded text,2024-06-30
28443457,8827688606,1012,Scalpel,Torn pages,2023-01-02
51643202,1893352395,1030,Scalpel,Mold growth,2023-07-24
70386500,6037970159,1018,Tweezers,Water damage,2024-11-02
27001669,8408225595,1016,Clamps,Cover damage,2023-05-26
44827472,4255997975,1006,Scissors,Cover damage,2023-04-14
76677968,7740268383,1018,Glue,Cover damage,2024-08-06
58721107,8660691923,1018,Glue,Staining,2024-01-09
92144469,2902386655,1003,Tweezers,Mold growth,2023-11-19
52953942,1466243284,1030,Brush,Loose binding,2024-11-04
36438876,2139627118,1030,Scalpel,Faded text,2023-06-30
50201440,2784663778,1016,Scissors,Dust accumulation,2023-10-07
84018019,3741560348,1020,Scalpel,Torn pages,2024-04-26
96732006,3071741479,1016,Glue,Cover damage,2023-06-03
69862249,3977889084,1026,Brush,Cover damage,2023-08-09
83624810,3407029269,1020,Clamps,Insect damage,2023-04-26
34603882,3781987874,1030,Scalpel,Insect damage,2023-03-16
81396594,2732859975,1003,Glue,Torn pages,2023-01-30
39191415,3306933618,1030,Brush,Staining,2023-09-27
84804473,4484198411,1016,Scalpel,Water damage,2024-03-06
77071231,2882585156,1006,Scissors,Dust accumulation,2023-06-15
42206081,3701754807,1025,Clamps,Aging and brittleness,2023-03-05
71566211,3420525779,1025,Scissors,Dust accumulation,2022-12-19
99353481,1182855731,1025,Binding Tape,Aging and brittleness,2022-12-27
54002570,7936997561,1020,Binding Tape,Faded text,2024-09-05
83100559,3357107075,1020,Scissors,Torn pages,2024-10-27
58459026,2546989985,1025,Tweezers,Insect damage,2024-06-08
38798227,9804026568,1003,Scalpel,Loose binding,2024-10-17
95290272,2105726949,1003,Scissors,Dust accumulation,2024-07-15
40371104,2127870671,1012,Binding Tape,Loose binding,2023-10-02
43910059,4227387542,1026,Scalpel,Loose binding,2023-12-28
45482925,1071890254,1016,Scissors,Staining,2024-09-14
63701933,7501326425,1012,Glue,Staining,2024-07-12
48890802,7694422582,1026,Tweezers,Insect damage,2024-05-24
48104371,3220701172,1020,Clamps,Mold growth,2024-02-28
34997174,5734603969,1026,Clamps,Loose binding,2024-10-27
76940215,7119506357,1018,Tweezers,Cover damage,2023-02-24
15205306,7394729534,1016,Clamps,Insect damage,2024-01-04
85984191,9972740532,1025,Tweezers,Mold growth,2024-06-28
38273985,5547281354,1003,Scalpel,Torn pages,2024-01-06
84935619,1010859199,1006,Clamps,Mold growth,2023-11-05
26477509,7193294417,1026,Scalpel,Cover damage,2023-06-02
46924743,7119077120,1003,Brush,Dust accumulation,2023-09-02
39060443,5269954785,1006,Brush,Faded text,2024-09-08
14549979,2305914529,1025,Binding Tape,Aging and brittleness,2023-12-14
68027357,7251520562,1012,Clamps,Dust accumulation,2024-05-17
66061278,5236868514,1026,Clamps,Dust accumulation,2024-09-16
68682719,7244232347,1006,Binding Tape,Cover damage,2023-04-03
80085982,2966449104,1006,Glue,Torn pages,2023-02-06
54526944,6721682592,1016,Binding Tape,Staining,2024-11-16
85197796,3673220151,1018,Brush,Torn pages,2022-12-22
11142123,8550144276,1020,Scissors,Insect damage,2024-05-19
45614062,9908967549,1003,Glue,Mold growth,2024-06-27
93979640,4156297247,1030,Brush,Faded text,2024-06-22
77202426,1190908381,1020,Binding Tape,Dust accumulation,2023-09-04
33555451,3799522498,1003,Clamps,Cover damage,2023-08-05
62129148,5008392158,1012,Scalpel,Cover damage,2024-10-16
67503104,4624307644,1003,Binding Tape,Torn pages,2023-11-15
19137542,3878014522,1006,Tweezers,Staining,2023-10-07
24380426,8275001939,1003,Scalpel,Staining,2024-07-02
85984271,1563480212,1020,Glue,Aging and brittleness,2023-04-08
94897168,9403717794,1006,Scissors,Loose binding,2023-01-20
19792916,7342627101,1012,Scalpel,Cover damage,2023-03-07
71828504,8603040912,1026,Binding Tape,Insect damage,2024-03-01
54395929,9620519126,1006,Glue,Torn pages,2024-10-24
48890910,8206535081,1006,Scalpel,Torn pages,2023-02-26
16385057,6923967115,1006,Glue,Insect damage,2023-01-03
32244770,2399809716,1026,Scalpel,Faded text,2024-02-01
34604071,6064327295,1012,Binding Tape,Staining,2023-01-03
77726764,3509391424,1006,Brush,Staining,2023-08-16
61080622,3818302435,1003,Brush,Cover damage,2023-02-04
88605743,4064860335,1016,Glue,Insect damage,2023-02-21
89916464,7187366637,1030,Binding Tape,Water damage,2023-04-23
95290417,1046592896,1018,Scalpel,Faded text,2023-05-25
79037493,8745254977,1025,Brush,Staining,2023-12-09
57803830,3073662614,1012,Scalpel,Faded text,2024-09-25
78382137,1888788373,1016,Brush,Water damage,2023-01-13
93979706,3017068052,1006,Clamps,Mold growth,2023-02-05
73532476,9270919471,1018,Clamps,Staining,2023-05-28
73401408,1900031554,1026,Glue,Insect damage,2024-06-27
91751491,3898151624,1016,Tweezers,Water damage,2023-08-14
80348227,8200535871,1025,Scalpel,Mold growth,2023-05-17
55444558,4479186451,1026,Binding Tape,Aging and brittleness,2022-12-10
91358287,1000015619,1026,Scalpel,Staining,2024-03-31
48235604,3575039666,1016,Binding Tape,Loose binding,2024-04-08
83231832,4721194099,1018,Scissors,Loose binding,2024-08-13
47187034,6275699816,1030,Tweezers,Mold growth,2023-09-17
63439971,4467886303,1018,Scissors,Insect damage,2023-01-23
48104550,9774131140,1016,Brush,Torn pages,2024-08-11
92013683,8075089882,1016,Binding Tape,Cover damage,2024-10-16
34210931,6131738929,1025,Binding Tape,Loose binding,2024-03-06
46924917,4393928087,1012,Binding Tape,Dust accumulation,2023-01-26
29885571,4762654598,1030,Glue,Dust accumulation,2023-08-04
13763718,1053210912,1018,Glue,Faded text,2024-02-12
29099147,1458780434,1020,Tweezers,Loose binding,2024-07-26
90440845,7950512188,1025,Clamps,Cover damage,2024-09-04
71828630,5849830508,1018,Brush,Cover damage,2023-12-27
57935004,5250483095,1026,Glue,Mold growth,2024-02-10
12453028,3170101021,1020,Scissors,Insect damage,2024-09-22
53347493,6262654480,1016,Binding Tape,Loose binding,2024-10-03
99353764,2777820585,1012,Brush,Dust accumulation,2023-09-18
27133098,5254392257,1006,Tweezers,Aging and brittleness,2024-03-15
89523372,2836272330,1020,Clamps,Loose binding,2024-04-26
88343727,5800409194,1006,Scalpel,Loose binding,2023-01-07
81003701,7953215132,1006,Tweezers,Water damage,2023-05-29
41944247,7591864302,1026,Binding Tape,Water damage,2024-01-01
86639810,5915176034,1016,Scissors,Staining,2023-12-26
96076996,4934517757,1012,Glue,Aging and brittleness,2024-05-09
56231119,5811532590,1025,Clamps,Torn pages,2024-01-19
30934224,9652750061,1020,Binding Tape,Cover damage,2024-05-16
39322834,9486891931,1020,Tweezers,Aging and brittleness,2023-08-13
73401556,8419226999,1016,Glue,Faded text,2024-08-26
28574932,1278546011,1006,Tweezers,Insect damage,2024-07-11
61211866,2616598757,1018,Tweezers,Staining,2024-05-23
87164122,7940723087,1003,Scissors,Cover damage,2024-03-26
32507102,5709508396,1012,Glue,Faded text,2023-01-30
59507938,2161652397,1018,Brush,Water damage,2024-03-20
15598818,4951340873,1020,Tweezers,Cover damage,2024-09-03
77333732,1292950975,1018,Brush,Cover damage,2023-08-17
94635236,3451047840,1003,Scalpel,Faded text,2024-06-09
60032234,5871081386,1018,Clamps,Torn pages,2023-07-20
28837099,9881705827,1003,Glue,Staining,2024-01-21
22152431,5047659818,1018,Binding Tape,Staining,2024-08-11
24380657,8284171731,1006,Binding Tape,Dust accumulation,2023-06-02
79824117,5329924512,1003,Clamps,Insect damage,2024-04-08
52823285,4755934112,1012,Scissors,Water damage,2024-11-02
50070775,6264675677,1012,Clamps,Insect damage,2023-11-23
21890299,5441422944,1006,Scalpel,Cover damage,2024-04-27
12322044,2699444489,1006,Tweezers,Torn pages,2024-11-08
35259644,2785297970,1003,Scissors,Staining,2023-03-30
78775550,3606455060,1016,Tweezers,Torn pages,2024-11-28
96339197,4280764365,1030,Binding Tape,Faded text,2023-12-07
83232000,1410070921,1026,Clamps,Cover damage,2024-06-22
47056129,3811393505,1018,Binding Tape,Loose binding,2024-11-18
28968196,3854006345,1003,Scissors,Staining,2022-12-20
87819524,8929465395,1003,Scalpel,Insect damage,2024-01-04
94635269,3722925799,1016,Scalpel,Staining,2023-12-28
66848015,3467383141,1026,Tweezers,Faded text,2023-11-05
28050704,2217770270,1006,Scissors,Staining,2024-06-19
34342160,7456043135,1020,Scalpel,Dust accumulation,2024-07-23
90309909,1522871221,1006,Binding Tape,Mold growth,2023-12-15
51381525,8023533153,1003,Scissors,Loose binding,2024-03-02
93979932,2829128274,1012,Binding Tape,Faded text,2023-12-18
22938910,8993502588,1012,Tweezers,Staining,2023-06-07
17696031,3023811015,1025,Scalpel,Mold growth,2024-11-14
35915040,1810399029,1020,Scalpel,Cover damage,2023-05-03
48366881,7500645820,1030,Glue,Water damage,2024-08-16
71959843,6406382107,1026,Binding Tape,Loose binding,2023-07-12
10224937,3299554533,1018,Glue,Mold growth,2023-06-20
68158765,9195622137,1012,Tweezers,Mold growth,2024-04-02
95683896,8701545546,1025,Clamps,Mold growth,2023-07-02
36308280,9339968182,1006,Glue,Torn pages,2024-11-05
12322111,7809183902,1030,Tweezers,Insect damage,2023-09-17
51119430,6473232018,1018,Brush,Faded text,2024-03-14
72222024,3044436682,1012,Scalpel,Faded text,2023-06-17
63833417,4310376381,1016,Brush,Aging and brittleness,2024-02-15
29885773,9301361280,1030,Tweezers,Insect damage,2023-10-24
39060815,4138592273,1006,Scissors,Staining,2024-03-02
93979989,4200173035,1020,Scissors,Water damage,2023-11-16
66848096,1374324783,1018,Binding Tape,Loose binding,2024-03-27
44303713,5030182145,1006,Binding Tape,Faded text,2023-10-11
67634533,3759889912,1025,Brush,Water damage,2023-12-25
98174324,8379825418,1003,Scalpel,Water damage,2024-01-22
68814198,5133448352,1020,Scalpel,Insect damage,2024-04-22
18744696,4982528686,1030,Clamps,Cover damage,2023-06-17
95028604,1700943231,1003,Tweezers,Water damage,2024-10-09
72746365,4278508310,1012,Glue,Mold growth,2023-04-25
59377022,7392320150,1016,Clamps,Water damage,2024-04-18
83756414,8932103369,1006,Clamps,Dust accumulation,2024-04-20
33293695,2804724721,1006,Tweezers,Mold growth,2023-12-22
45221250,7961737327,1026,Scalpel,Aging and brittleness,2022-12-16
69469572,7024731240,1012,Tweezers,Faded text,2023-12-06
14288263,7673181281,1003,Scissors,Loose binding,2024-08-23
63964557,6537333989,1025,Scissors,Water damage,2024-05-02
49415568,7640980448,1016,Clamps,Loose binding,2023-08-08
19662225,4160200794,1012,Scissors,Torn pages,2023-04-25
69993877,6647913824,1030,Scalpel,Torn pages,2023-09-22
64750999,9819029686,1026,Binding Tape,Aging and brittleness,2023-11-23
18613656,5701334087,1012,Tweezers,Faded text,2024-07-27
62653849,2493748113,1016,Binding Tape,Water damage,2024-08-01
79693211,4605531113,1020,Scissors,Dust accumulation,2023-04-13
13370782,7382750474,1020,Scalpel,Mold growth,2024-03-31
80479648,7570725929,1016,Brush,Dust accumulation,2024-11-24
58197410,4029426940,1018,Tweezers,Staining,2023-03-04
29099427,5979427858,1018,Scissors,Faded text,2023-02-22
51774887,3141163974,1018,Tweezers,Dust accumulation,2023-03-31
27657641,3201965947,1006,Scissors,Aging and brittleness,2024-05-03
73139627,7452568545,1030,Tweezers,Insect damage,2024-05-26
62522795,3037812067,1026,Tweezers,Mold growth,2023-11-02
15205805,4626108671,1018,Brush,Staining,2024-08-21
32900526,3493052757,1006,Brush,Faded text,2024-03-11
95421874,5754133772,1018,Tweezers,Loose binding,2023-06-22
21890482,1624371727,1003,Tweezers,Staining,2023-03-26
79037878,3295159550,1026,Clamps,Water damage,2023-04-15
24774070,9317112384,1020,Binding Tape,Torn pages,2024-11-29
96077242,2527377527,1025,Binding Tape,Faded text,2022-12-14
97912254,3597850383,1016,Glue,Staining,2024-03-13
61343173,2563250424,1012,Tweezers,Loose binding,2023-09-24
75761095,5858859125,1020,Scalpel,Insect damage,2024-09-05
53216716,1326137677,1012,Binding Tape,Mold growth,2024-05-23
41420236,5005308886,1012,Brush,Cover damage,2023-01-11
